slug,label,seed,layer,depth_norm,relational,anisotropy_base,anisotropy_ft,ceiling,headroom_used,saturation_class
pythia,Pythia-160M,42,11,0.9166666666666666,0.1346982629898119,0.6863575583513395,0.5831675299353212,0.7304749117133393,0.1843982056466186,neither
pythia,Pythia-160M,42,12,1.0,0.0037938154648599,0.9883252481446976,0.988252480113332,0.023422271741970424,0.1619747011158509,both
pythia,Pythia-160M,43,0,0.0,0.0006803377152305,0.0645128924207503,0.0644546177206406,1.871032489858609,0.0003636161952922111,neither
pythia,Pythia-160M,43,1,0.08333333333333333,0.033275897488161,0.3814154398239635,0.3483653970651724,1.2702191631108641,0.02619697328976346,neither
pythia,Pythia-160M,43,2,0.16666666666666666,0.0421489497749353,0.5197471997291861,0.4798391002393792,1.0004137000314346,0.04213151996380189,neither
pythia,Pythia-160M,43,3,0.25,0.0380685665393571,0.531036008728525,0.5155802360381923,0.9533837552332829,0.039929950904231765,neither
pythia,Pythia-160M,43,4,0.3333333333333333,0.0363932033536016,0.5739970952117772,0.58527530303164,0.8407276017565828,0.04328774656329005,neither
pythia,Pythia-160M,43,5,0.4166666666666667,0.0455682814040389,0.6202067154034085,0.6549780705189534,0.724815214077638,0.06286882576275211,neither
pythia,Pythia-160M,43,6,0.5,0.0608613561202181,0.655139841532524,0.6943791236242384,0.6504810348432376,0.0935636134801153,neither
pythia,Pythia-160M,43,7,0.5833333333333334,0.0687305617811289,0.6883198810445548,0.6930454259437135,0.6186346930117317,0.11110039989274494,neither
pythia,Pythia-160M,43,8,0.6666666666666666,0.0667867514533643,0.7841059178275666,0.7450521048250232,0.4708419773474102,0.14184536355407787,neither
pythia,Pythia-160M,43,9,0.75,0.0616326244521936,0.6796101192982276,0.6922842608459445,0.6281056198558279,0.09812461870081728,neither
pythia,Pythia-160M,43,10,0.8333333333333334,0.0749478011830599,0.6908935261546006,0.6951067637884351,0.6139997100569642,0.12206488041518222,neither
pythia,Pythia-160M,43,11,0.9166666666666666,0.1172491447655402,0.684670452220851,0.6541815104361618,0.6611480373429871,0.17734174215617352,neither
pythia,Pythia-160M,43,12,1.0,0.0041213903814699,0.9881247087943676,0.9895933495879689,0.022281941617663503,0.1849654959244109,both
pythia,Pythia-160M,44,0,0.0,0.0007557680584468,0.0692078734710735,0.0693508240609859,1.8614413024679406,0.00040601229673199247,neither
