slug,label,metric,layer,depth_norm,n_seeds,diff_mean,diff_std,ci95_lo,ci95_hi,excludes_zero,diff_seed_42,diff_seed_43,diff_seed_44
pythia,Pythia-160M,per_token,12,1.0,3,0.0003837558998453008,0.0011849077873340066,-0.002559718219617745,0.003327230019308346,False,-0.0009528744281098993,0.0007989485850156009,0.0013051935426302008
pythia,Pythia-160M,cka_change,0,0.0,3,-7.247350977124256e-07,4.863148877422371e-07,-1.932808250138545e-06,4.833380547136937e-07,False,-1.2815504579766213e-06,-5.093326631566697e-07,-3.833221720039859e-07
pythia,Pythia-160M,cka_change,1,0.08333333333333333,3,0.00010324534753040442,0.0002998752149112732,-0.0006416859826499242,0.000848176677710733,False,-3.596560080754152e-05,0.0004474239056228013,-0.00010172226222404657
pythia,Pythia-160M,cka_change,2,0.16666666666666666,3,-0.003308941531819191,0.0036822451320368205,-0.012456145528220929,0.005838262464582548,False,8.169095693744133e-05,-0.007226112340981139,-0.0027824032114138753
pythia,Pythia-160M,cka_change,3,0.25,3,-0.004461252772500386,0.016375576345054155,-0.04514043952289605,0.03621793397789527,False,0.007328279965099438,-0.023158936348112724,0.0024468980655121264
pythia,Pythia-160M,cka_change,4,0.3333333333333333,3,0.013614002976091869,0.010483547030362514,-0.012428571554939835,0.03965657750712357,False,0.023501527023355173,0.014718580352569566,0.0026219015523508693
pythia,Pythia-160M,cka_change,5,0.4166666666666667,3,0.012297944984659859,0.009735469590092822,-0.01188630216568825,0.03648219213500797,False,0.02032122112216217,0.0014672418659431585,0.015105371965874248
pythia,Pythia-160M,cka_change,6,0.5,3,0.01945143050280033,0.010830354064200066,-0.00745266045968751,0.04635552146528817,False,0.03153954495945088,0.016183104856981156,0.010631641691968952
pythia,Pythia-160M,cka_change,7,0.5833333333333334,3,0.01865923061526198,0.01567212109194588,-0.02027247641235854,0.0575909376428825,False,0.0006311127849901732,0.029035495514818654,0.02631108354597711
pythia,Pythia-160M,cka_change,8,0.6666666666666666,3,0.03289507340650263,0.012684895544897105,0.0013840460138099739,0.06440610079919529,True,0.01946240622469575,0.03455382217141878,0.044668991823393345
pythia,Pythia-160M,cka_change,9,0.75,3,0.03686732909363336,0.014453833248498716,0.0009620168416869246,0.0727726413455798,True,0.023515820373810503,0.05221581121093333,0.03487035569615626
pythia,Pythia-160M,cka_change,10,0.8333333333333334,3,0.008454801943246548,0.0036178771394942467,-0.0005325030954505192,0.017442106981943616,False,0.009456699957909098,0.011466143537878115,0.004441562333952431
pythia,Pythia-160M,cka_change,11,0.9166666666666666,3,0.01118130119995934,0.017928414309494958,-0.03335534889814134,0.055717951298060016,False,0.01074974018511854,0.029321599998557213,-0.00652743658379773
pythia,Pythia-160M,cka_change,12,1.0,3,-0.010028586834840056,0.02848188111906936,-0.08078150182430993,0.060724328154629824,False,-0.04266480711253984,0.009807391489416006,0.0027716551186036664
